	seq_id	image_id	image_path	image_cat	image_subcat	d1	d2	d3	d4	d5
4850	4850	3330	training/b/bedroom/ADE_train_00003330.jpg	bedroom		This is a bedroom with yellow walls.	There is a desk with an open laptop on it.	The bed has two black pillows and two yellow pillows.	There are flowers at the window.	There are bookshelves with books on them.
4851	4851	3791	training/b/bedroom/ADE_train_00003791.jpg	bedroom		A table lamp sits on a nightstand between a bed and window.	There is a nightstand with a drawer and a shelf underneath.	A floral sheet is on the bed.	There is a lamp on top of a painting behind the wall of the bed.	There is a yellowish decorative pillow on top of two other pillows on the bed.
4852	4852	7219	training/d/dining_room/ADE_train_00007219.jpg	dining_room		A chandelier is above a dining room table.	There are white shelves behind a dining room table.	White armchairs surround a dining room table.	A large flower arrangement is in the midde of a dining room table.	Daylight is visible through a window in the room.
4853	4853	3259	training/b/bedroom/ADE_train_00003259.jpg	bedroom		This is a room with light yellow walls.	There are two beds with patterned blue sheets and pillows.	There are photos hanging above the beds.	There is a blue lamp on a bedside table.	There is a ceiling fan with a light.
4854	4854	3796	training/b/bedroom/ADE_train_00003796.jpg	bedroom		There is a lamp on a night stand	there is a chest of drawers in a corner	There is a tall plant behind the chest of drawers	There is a vase of a dresser	There are 4 pillows laying on the bed
4855	4855	3261	training/b/bedroom/ADE_train_00003261.jpg	bedroom		I am looking at an image of a bedroom.	There is a single bed in the room with a multi colored bedspread.	There is a large door with an archway leading outside	The floor is tiled in a pattern of two colored tiles	All of the walls in the room are painted white.
4856	4856	3612	training/b/bedroom/ADE_train_00003612.jpg	bedroom		There are long curtains that reach the floor.	There are glass doors leading to an outdoor deck.	There is an armchair by the glass doors.	There is an ottoman at the foot of the armchair.	It is daytime.
4857	4857	3607	training/b/bedroom/ADE_train_00003607.jpg	bedroom		I'm looking at an image of someone's bedroom.	There is a striped bedspread on the bed with two large blue pillows.	A door with a large window in it opens from the room to the outside	There is a white table next to the bed.	On top of the white table is a tall table lamp.
4858	4858	2539	training/b/bathroom/ADE_train_00002539.jpg	bathroom		There is a white sink.	A soap dish sits on the right side of the faucet.	The faucet style is small and chrome.	On the left of the sink is a wicker container.	In the wicker container are lotions and soap.
4859	4859	101132	validation/b/bedroom/ADE_val_00001132.jpg	bedroom		A bed that is spread out	Bed lamps on either side f the bed	A lampstand	A large mirror n the wall	A red colored duvet
4860	4860	3997	training/b/bedroom/ADE_train_00003997.jpg	bedroom		There is a red comforter on top of the bed	There is a window next to the bed with white blinds	There is a mirror next to the window	There is a basket on the floor next to the bed	There are at least two pillows on top of the bed
4861	4861	243	training/b/bedroom/ADE_train_00000243.jpg	bedroom		A bed with a white bedspread	A maroon cushin on the bed	Large full size mirrors with no curtains	A wooden fence seen through the window	A white car seen through the window
4862	4862	3750	training/b/bedroom/ADE_train_00003750.jpg	bedroom		A room with white painted, brick tiles.	The floors in the room are wooden.	The bedding is white with a tan bed sheet folded across the bottom of the bed.	There are four pillows on the bed.	There is a window in the corner of the bedroom.
4863	4863	101130	validation/b/bedroom/ADE_val_00001130.jpg	bedroom		A room with a bed in the middle	A large dressing table on the wall	A bedside drawer brown in color	A big chandelier on the roof	A big picture frame on wall on the front of the bed
4864	4864	2627	training/b/bathroom/ADE_train_00002627.jpg	bathroom		It is an image of a bathroom with brown walls and a white ceiling.	The two walls that converge into the corner both have a couple of picture frames on them.	The right wall has a dark-colored door on the corner and a towel rack with a towel hanging from it.	Next to the towel rack is a toilet paper rack then a partial view of a toilet.	On the left side of the image is a bathtub embedded in a tiled enclosure with an elevated step.
4865	4865	20166	training/y/youth_hostel/ADE_train_00020166.jpg	youth_hostel		This is a bedroom with a metal bunk bed.	The walls are painted peach and the mattresses are red.	The comforters and pillows are triangular patterned in shades of green and yellow.	There is one window with a peach painted radiator beside it.	The window looks across to another building and has a metal safety grate on the outside.
4866	4866	260	training/b/bedroom/ADE_train_00000260.jpg	bedroom		the image is one of an adult's bedroom with a queen or king-sized bed.	The bed features a dark brown headboard and white bedding with two white and beige pillows and a matching bedrunner.	The room has white walls and white curtains on the wall adjacent to the bed.	The wall with the window also has a brown vanity along with a small bench and a mirror above the vanity.	The floor of the bedroom in a light brown hardwood floor.
4867	4867	100131	validation/b/bedroom/ADE_val_00000131.jpg	bedroom		The image is of a bedroom.	The bedroom is lit by the soft glow of a beside lamp.	The curtains on the window are blue, sheer and appear to reach the floor.	The bedspread on the bed is blue, closely resembling the color of the curtains.	There is one picture on the wall which is right above the bed.
4868	4868	15399	training/p/playroom/ADE_train_00015399.jpg	playroom		A brown door	Two grey laundry baskets	White colored drawers	Small lights on the ceiling	An orange stand on the corner
4869	4869	3368	training/b/bedroom/ADE_train_00003368.jpg	bedroom		Picture of a bedroom.	Full size bed with a red blanket folded on top of the comforter.	One night stand on each side of the bed.	Table lamp on the left side of the bed.	Picture frame hanged above bed.
4870	4870	3653	training/b/bedroom/ADE_train_00003653.jpg	bedroom		Bedroom with dark green bookshelf full of books	There is only the corner of a pale blu bedspread	Walls are light in color while the floor is dark wood.	Next to the bookshelf is a door with a bunch of clothing hanging from it.	There is also a desk and chair in the picture.
4871	4871	3354	training/b/bedroom/ADE_train_00003354.jpg	bedroom		Classic hotel room with borwn patterned carpet and double beds with red spreads and white sheets	There is a lamp on the dark brown desk in the corner.	Large TV in cabinet across from beds	Walls are tan, curtains on the single window are red	Single nightstand between beds
4872	4872	4063	training/b/bedroom/ADE_train_00004063.jpg	bedroom		bedroom	2 white pillows with a small black pillow in front of them	lamps on both sides of the bed	pictures above both lamps	picture frames are brown square are of medium sized white flowers
4873	4873	228	training/b/bedroom/ADE_train_00000228.jpg	bedroom		This is a somewhat messy room that is mostly filled with wrapping paper and supplies.	There is a window with a closed window-blind on it, in the upper center of the picture.	A wooden desk with many papers and books on it is to the left of the window.	The lower part of the wall is painted blue, the upper part of the wall is a patterned wallpaper.	There is a lamp with a white lampshade on the right side of the picture.
